alpha,l2_error,training_time,final_loss
0.1,1.0000005960464478,0.952014684677124,0.1924891620874405
0.3,1.0000360012054443,0.9140112400054932,0.17825211584568024
0.5,1.0000005960464478,0.8397712707519531,0.15785709023475647
0.7,1.000001311302185,0.8600718975067139,0.13027456402778625
0.9,1.000000238418579,0.8772923946380615,0.0961652398109436
